GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,YEAR.display-label,ESTAB,EMP,EMP_N,PAYQTR1,PAYQTR1_N,PAYANN,PAYANN_N
8610000US40442,40442,"ZIP 40442 (Kings Mountain, KY)",00,Total for all sectors,2007,Reference year 2007,4,14,G,73,G,294,G
8610000US40444,40444,"ZIP 40444 (Lancaster, KY)",00,Total for all sectors,2007,Reference year 2007,200,1529,G,7833,G,32197,G
8610000US40445,40445,"ZIP 40445 (Livingston, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US40446,40446,"ZIP 40446 (Lancaster, KY)",00,Total for all sectors,2007,Reference year 2007,7,b,D,D,D,D,D
8610000US40447,40447,"ZIP 40447 (Mc Kee, KY)",00,Total for all sectors,2007,Reference year 2007,80,932,G,6138,G,25474,G
8610000US40448,40448,"ZIP 40448 (Mc Kinney, KY)",00,Total for all sectors,2007,Reference year 2007,4,22,G,44,G,202,G
8610000US40452,40452,"ZIP 40452 (Mitchellsburg, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US40456,40456,"ZIP 40456 (Mount Vernon, KY)",00,Total for all sectors,2007,Reference year 2007,195,1926,G,10924,G,47517,H
8610000US40460,40460,"ZIP 40460 (Orlando, KY)",00,Total for all sectors,2007,Reference year 2007,3,27,H,S,S,302,H
8610000US40461,40461,"ZIP 40461 (Paint Lick, KY)",00,Total for all sectors,2007,Reference year 2007,24,115,H,639,G,2870,G
8610000US40464,40464,"ZIP 40464 (Parksville, KY)",00,Total for all sectors,2007,Reference year 2007,5,11,G,20,G,100,G
8610000US40468,40468,"ZIP 40468 (Perryville, KY)",00,Total for all sectors,2007,Reference year 2007,20,81,G,360,G,1537,G
8610000US40472,40472,"ZIP 40472 (Ravenna, KY)",00,Total for all sectors,2007,Reference year 2007,16,56,G,167,G,741,G
8610000US40473,40473,"ZIP 40473 (Renfro Valley, KY)",00,Total for all sectors,2007,Reference year 2007,4,c,D,D,D,D,D
8610000US40475,40475,"ZIP 40475 (Richmond, KY)",00,Total for all sectors,2007,Reference year 2007,1156,15325,G,87221,G,362543,G
8610000US40476,40476,"ZIP 40476 (Richmond, KY)",00,Total for all sectors,2007,Reference year 2007,40,1215,H,10648,G,43148,G
8610000US40481,40481,"ZIP 40481 (Sandgap, KY)",00,Total for all sectors,2007,Reference year 2007,5,29,H,88,H,390,H
8610000US40484,40484,"ZIP 40484 (Stanford, KY)",00,Total for all sectors,2007,Reference year 2007,220,2628,G,19332,G,71088,G
8610000US40486,40486,"ZIP 40486 (Tyner, KY)",00,Total for all sectors,2007,Reference year 2007,8,78,G,396,G,1547,G
8610000US40489,40489,"ZIP 40489 (Waynesburg, KY)",00,Total for all sectors,2007,Reference year 2007,28,118,G,542,G,2477,G
8610000US40492,40492,"ZIP 40492 (Wildie, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US40495,40495,"ZIP 40495 (Winston, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US40502,40502,"ZIP 40502 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,667,8513,G,76663,G,321566,G
8610000US40503,40503,"ZIP 40503 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,1449,23547,G,162235,G,680132,G
8610000US40504,40504,"ZIP 40504 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,710,15471,G,142825,G,579166,G
8610000US40505,40505,"ZIP 40505 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,801,18747,H,201158,H,811697,H
8610000US40506,40506,"ZIP 40506 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,19,173,G,597,G,2723,G
8610000US40507,40507,"ZIP 40507 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,667,10540,G,106206,G,422078,G
8610000US40508,40508,"ZIP 40508 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,515,12993,G,132707,G,537931,G
8610000US40509,40509,"ZIP 40509 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,1219,21083,G,176378,G,735506,G
8610000US40510,40510,"ZIP 40510 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,114,2857,G,23594,G,107078,G
8610000US40511,40511,"ZIP 40511 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,812,24968,G,215869,G,981501,G
8610000US40512,40512,"ZIP 40512 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,4,c,D,D,D,D,D
8610000US40513,40513,"ZIP 40513 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,294,3505,G,23823,G,102039,G
8610000US40514,40514,"ZIP 40514 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,114,493,G,2366,G,12309,G
8610000US40515,40515,"ZIP 40515 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,331,2166,G,11095,G,48023,G
8610000US40516,40516,"ZIP 40516 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,43,1389,G,15600,G,63621,G
8610000US40517,40517,"ZIP 40517 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,506,5517,G,40081,G,172525,G
8610000US40522,40522,"ZIP 40522 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,12,31,G,182,G,794,G
8610000US40523,40523,"ZIP 40523 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,10,c,S,1435,H,6071,H
8610000US40524,40524,"ZIP 40524 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,7,48,G,134,G,673,G
8610000US40533,40533,"ZIP 40533 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,7,138,G,1126,G,5823,G
8610000US40536,40536,"ZIP 40536 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,4,c,D,D,D,D,D
8610000US40544,40544,"ZIP 40544 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,9,68,G,398,G,1639,G
8610000US40546,40546,"ZIP 40546 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,3,11,G,59,G,417,G
8610000US40550,40550,"ZIP 40550 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US40555,40555,"ZIP 40555 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,18,357,G,3448,G,11538,G
8610000US40574,40574,"ZIP 40574 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US40575,40575,"ZIP 40575 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,5,17,G,66,G,547,H
8610000US40576,40576,"ZIP 40576 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,2,b,D,D,D,D,D
8610000US40578,40578,"ZIP 40578 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US40579,40579,"ZIP 40579 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US40580,40580,"ZIP 40580 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US40581,40581,"ZIP 40581 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,3,b,S,93,G,418,G
8610000US40582,40582,"ZIP 40582 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,3,c,D,D,D,D,D
8610000US40583,40583,"ZIP 40583 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,12,f,D,D,D,D,D
8610000US40588,40588,"ZIP 40588 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,16,311,H,3094,H,12758,H
8610000US40591,40591,"ZIP 40591 (Lexington, KY)",00,Total for all sectors,2007,Reference year 2007,8,35,G,248,G,1040,G
8610000US40601,40601,"ZIP 40601 (Frankfort, KY)",00,Total for all sectors,2007,Reference year 2007,1154,16490,G,119123,G,499648,G
8610000US40602,40602,"ZIP 40602 (Frankfort, KY)",00,Total for all sectors,2007,Reference year 2007,28,f,S,4648,H,19715,H
8610000US40603,40603,"ZIP 40603 (Frankfort, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US40604,40604,"ZIP 40604 (Frankfort, KY)",00,Total for all sectors,2007,Reference year 2007,7,55,G,488,H,2093,H
8610000US40621,40621,"ZIP 40621 (Frankfort, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US40701,40701,"ZIP 40701 (Corbin, KY)",00,Total for all sectors,2007,Reference year 2007,708,12159,H,75933,G,312110,G
8610000US40702,40702,"ZIP 40702 (Corbin, KY)",00,Total for all sectors,2007,Reference year 2007,41,1343,H,10854,H,41471,H
8610000US40729,40729,"ZIP 40729 (East Bernstadt, KY)",00,Total for all sectors,2007,Reference year 2007,45,952,G,8412,G,43622,G
8610000US40730,40730,"ZIP 40730 (Emlyn, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US40734,40734,"ZIP 40734 (Gray, KY)",00,Total for all sectors,2007,Reference year 2007,37,452,G,3460,G,13718,G
8610000US40737,40737,"ZIP 40737 (Keavy, KY)",00,Total for all sectors,2007,Reference year 2007,4,a,D,D,D,D,D
8610000US40740,40740,"ZIP 40740 (Lily, KY)",00,Total for all sectors,2007,Reference year 2007,18,307,G,2253,G,9116,G
8610000US40741,40741,"ZIP 40741 (London, KY)",00,Total for all sectors,2007,Reference year 2007,769,14574,G,106176,G,421870,G
8610000US40742,40742,"ZIP 40742 (London, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US40743,40743,"ZIP 40743 (London, KY)",00,Total for all sectors,2007,Reference year 2007,52,2509,H,12626,H,70734,H
8610000US40744,40744,"ZIP 40744 (London, KY)",00,Total for all sectors,2007,Reference year 2007,166,2880,G,20050,G,91487,G
8610000US40754,40754,"ZIP 40754 (Nevisdale, KY)",00,Total for all sectors,2007,Reference year 2007,1,b,D,D,D,D,D
8610000US40755,40755,"ZIP 40755 (Pittsburg, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US40759,40759,"ZIP 40759 (Rockholds, KY)",00,Total for all sectors,2007,Reference year 2007,4,a,D,D,D,D,D
8610000US40763,40763,"ZIP 40763 (Siler, KY)",00,Total for all sectors,2007,Reference year 2007,2,b,D,D,D,D,D
8610000US40769,40769,"ZIP 40769 (Williamsburg, KY)",00,Total for all sectors,2007,Reference year 2007,225,3919,G,19364,G,85466,G
8610000US40771,40771,"ZIP 40771 (Woodbine, KY)",00,Total for all sectors,2007,Reference year 2007,12,53,G,173,G,763,G
8610000US40801,40801,"ZIP 40801 (Ages Brookside, KY)",00,Total for all sectors,2007,Reference year 2007,7,c,D,D,D,D,D
8610000US40803,40803,"ZIP 40803 (Asher, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US40806,40806,"ZIP 40806 (Baxter, KY)",00,Total for all sectors,2007,Reference year 2007,39,261,G,1617,G,6854,G
8610000US40807,40807,"ZIP 40807 (Benham, KY)",00,Total for all sectors,2007,Reference year 2007,6,b,D,D,D,D,D
8610000US40808,40808,"ZIP 40808 (Big Laurel, KY)",00,Total for all sectors,2007,Reference year 2007,3,a,D,D,D,D,D
8610000US40810,40810,"ZIP 40810 (Bledsoe, KY)",00,Total for all sectors,2007,Reference year 2007,12,63,G,362,G,1456,G
8610000US40813,40813,"ZIP 40813 (Calvin, KY)",00,Total for all sectors,2007,Reference year 2007,7,c,D,D,D,D,D
8610000US40815,40815,"ZIP 40815 (Cawood, KY)",00,Total for all sectors,2007,Reference year 2007,7,19,G,110,G,675,G
8610000US40819,40819,"ZIP 40819 (Coldiron, KY)",00,Total for all sectors,2007,Reference year 2007,6,b,D,D,D,D,D
8610000US40820,40820,"ZIP 40820 (Cranks, KY)",00,Total for all sectors,2007,Reference year 2007,5,b,D,D,D,D,D
8610000US40823,40823,"ZIP 40823 (Cumberland, KY)",00,Total for all sectors,2007,Reference year 2007,70,1007,G,7436,H,32470,H
8610000US40824,40824,"ZIP 40824 (Dayhoit, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US40826,40826,"ZIP 40826 (Eolia, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US40827,40827,"ZIP 40827 (Essie, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US40828,40828,"ZIP 40828 (Evarts, KY)",00,Total for all sectors,2007,Reference year 2007,30,176,G,825,G,3485,G
8610000US40829,40829,"ZIP 40829 (Grays Knob, KY)",00,Total for all sectors,2007,Reference year 2007,14,363,H,4569,H,17642,H
8610000US40831,40831,"ZIP 40831 (Harlan, KY)",00,Total for all sectors,2007,Reference year 2007,255,3397,G,23373,G,90089,G
8610000US40840,40840,"ZIP 40840 (Helton, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US40843,40843,"ZIP 40843 (Holmes Mill, KY)",00,Total for all sectors,2007,Reference year 2007,4,e,D,D,D,D,D
8610000US40844,40844,"ZIP 40844 (Hoskinston, KY)",00,Total for all sectors,2007,Reference year 2007,4,21,G,115,G,209,G
8610000US40845,40845,"ZIP 40845 (Hulen, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US40847,40847,"ZIP 40847 (Kenvir, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US40849,40849,"ZIP 40849 (Lejunior, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US40854,40854,"ZIP 40854 (Loyall, KY)",00,Total for all sectors,2007,Reference year 2007,14,92,H,S,S,1662,H
8610000US40855,40855,"ZIP 40855 (Lynch, KY)",00,Total for all sectors,2007,Reference year 2007,2,b,D,D,D,D,D
8610000US40856,40856,"ZIP 40856 (Miracle, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US40858,40858,"ZIP 40858 (Mozelle, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US40862,40862,"ZIP 40862 (Partridge, KY)",00,Total for all sectors,2007,Reference year 2007,5,c,D,D,D,D,D
8610000US40863,40863,"ZIP 40863 (Pathfork, KY)",00,Total for all sectors,2007,Reference year 2007,5,84,G,817,G,3473,G
8610000US40865,40865,"ZIP 40865 (Putney, KY)",00,Total for all sectors,2007,Reference year 2007,6,41,G,302,G,1436,H
8610000US40868,40868,"ZIP 40868 (Stinnett, KY)",00,Total for all sectors,2007,Reference year 2007,4,9,G,39,G,179,G
8610000US40870,40870,"ZIP 40870 (Totz, KY)",00,Total for all sectors,2007,Reference year 2007,5,74,G,709,G,2071,G
8610000US40873,40873,"ZIP 40873 (Wallins Creek, KY)",00,Total for all sectors,2007,Reference year 2007,12,43,H,219,G,909,G
8610000US40874,40874,"ZIP 40874 (Warbranch, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US40902,40902,"ZIP 40902 (Arjay, KY)",00,Total for all sectors,2007,Reference year 2007,6,c,D,D,D,D,D
8610000US40903,40903,"ZIP 40903 (Artemus, KY)",00,Total for all sectors,2007,Reference year 2007,4,a,D,D,D,D,D
8610000US40906,40906,"ZIP 40906 (Barbourville, KY)",00,Total for all sectors,2007,Reference year 2007,250,3043,G,19343,G,78539,G
8610000US40913,40913,"ZIP 40913 (Beverly, KY)",00,Total for all sectors,2007,Reference year 2007,6,c,D,D,D,D,D
8610000US40914,40914,"ZIP 40914 (Big Creek, KY)",00,Total for all sectors,2007,Reference year 2007,5,b,S,S,S,378,H
8610000US40915,40915,"ZIP 40915 (Bimble, KY)",00,Total for all sectors,2007,Reference year 2007,5,22,H,136,H,515,H
8610000US40921,40921,"ZIP 40921 (Bryants Store, KY)",00,Total for all sectors,2007,Reference year 2007,6,b,S,85,G,236,G
8610000US40923,40923,"ZIP 40923 (Cannon, KY)",00,Total for all sectors,2007,Reference year 2007,4,17,G,S,S,309,H
8610000US40927,40927,"ZIP 40927 (Closplint, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US40930,40930,"ZIP 40930 (Dewitt, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US40932,40932,"ZIP 40932 (Fall Rock, KY)",00,Total for all sectors,2007,Reference year 2007,3,33,H,144,G,637,G
8610000US40935,40935,"ZIP 40935 (Flat Lick, KY)",00,Total for all sectors,2007,Reference year 2007,14,90,G,637,G,2635,G
8610000US40939,40939,"ZIP 40939 (Fourmile, KY)",00,Total for all sectors,2007,Reference year 2007,4,b,D,D,D,D,D
8610000US40940,40940,"ZIP 40940 (Frakes, KY)",00,Total for all sectors,2007,Reference year 2007,9,91,G,480,G,2238,G
8610000US40941,40941,"ZIP 40941 (Garrard, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US40943,40943,"ZIP 40943 (Girdler, KY)",00,Total for all sectors,2007,Reference year 2007,5,b,D,D,D,D,D
8610000US40946,40946,"ZIP 40946 (Green Road, KY)",00,Total for all sectors,2007,Reference year 2007,1,b,D,D,D,D,D
8610000US40949,40949,"ZIP 40949 (Heidrick, KY)",00,Total for all sectors,2007,Reference year 2007,6,11,G,35,H,230,G
8610000US40951,40951,"ZIP 40951 (Hima, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US40953,40953,"ZIP 40953 (Hinkle, KY)",00,Total for all sectors,2007,Reference year 2007,3,a,S,8,G,35,H
8610000US40955,40955,"ZIP 40955 (Ingram, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US40958,40958,"ZIP 40958 (Kettle Island, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US40962,40962,"ZIP 40962 (Manchester, KY)",00,Total for all sectors,2007,Reference year 2007,252,2571,G,15485,G,62804,G
8610000US40965,40965,"ZIP 40965 (Middlesboro, KY)",00,Total for all sectors,2007,Reference year 2007,393,5257,G,36302,G,141130,G
8610000US40972,40972,"ZIP 40972 (Oneida, KY)",00,Total for all sectors,2007,Reference year 2007,11,158,G,312,G,1378,G
8610000US40977,40977,"ZIP 40977 (Pineville, KY)",00,Total for all sectors,2007,Reference year 2007,148,1589,G,8749,G,36338,G
8610000US40979,40979,"ZIP 40979 (Roark, KY)",00,Total for all sectors,2007,Reference year 2007,5,a,D,D,D,D,D
8610000US40983,40983,"ZIP 40983 (Sextons Creek, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US40988,40988,"ZIP 40988 (Stoney Fork, KY)",00,Total for all sectors,2007,Reference year 2007,5,87,G,817,G,3357,G
8610000US40997,40997,"ZIP 40997 (Walker, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41001,41001,"ZIP 41001 (Alexandria, KY)",00,Total for all sectors,2007,Reference year 2007,272,2839,G,18348,H,77501,H
8610000US41002,41002,"ZIP 41002 (Augusta, KY)",00,Total for all sectors,2007,Reference year 2007,37,560,H,4425,H,15649,H
8610000US41003,41003,"ZIP 41003 (Berry, KY)",00,Total for all sectors,2007,Reference year 2007,16,b,S,253,H,1061,H
8610000US41004,41004,"ZIP 41004 (Brooksville, KY)",00,Total for all sectors,2007,Reference year 2007,46,268,H,1141,H,4981,H
8610000US41005,41005,"ZIP 41005 (Burlington, KY)",00,Total for all sectors,2007,Reference year 2007,315,3134,G,22086,G,98976,G
8610000US41006,41006,"ZIP 41006 (Butler, KY)",00,Total for all sectors,2007,Reference year 2007,67,994,G,8589,G,35921,G
8610000US41007,41007,"ZIP 41007 (California, KY)",00,Total for all sectors,2007,Reference year 2007,41,211,G,1150,G,5705,G
8610000US41008,41008,"ZIP 41008 (Carrollton, KY)",00,Total for all sectors,2007,Reference year 2007,206,3477,G,35480,G,133272,G
8610000US41010,41010,"ZIP 41010 (Corinth, KY)",00,Total for all sectors,2007,Reference year 2007,25,124,G,529,G,2464,G
8610000US41011,41011,"ZIP 41011 (Covington, KY)",00,Total for all sectors,2007,Reference year 2007,838,11169,G,122827,G,412568,G
8610000US41012,41012,"ZIP 41012 (Covington, KY)",00,Total for all sectors,2007,Reference year 2007,18,323,G,10284,G,25904,G
8610000US41014,41014,"ZIP 41014 (Covington, KY)",00,Total for all sectors,2007,Reference year 2007,84,1362,G,13335,G,54002,G
8610000US41015,41015,"ZIP 41015 (Latonia, KY)",00,Total for all sectors,2007,Reference year 2007,296,3007,G,19205,G,79022,G
8610000US41016,41016,"ZIP 41016 (Covington, KY)",00,Total for all sectors,2007,Reference year 2007,76,754,G,5238,G,23047,G
8610000US41017,41017,"ZIP 41017 (Ft Mitchell, KY)",00,Total for all sectors,2007,Reference year 2007,1023,21591,G,193593,G,811870,G
8610000US41018,41018,"ZIP 41018 (Erlanger, KY)",00,Total for all sectors,2007,Reference year 2007,695,22309,G,201294,G,941863,G
8610000US41019,41019,"ZIP 41019 (Covington, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41022,41022,"ZIP 41022 (Florence, KY)",00,Total for all sectors,2007,Reference year 2007,24,e,D,D,D,D,D
8610000US41030,41030,"ZIP 41030 (Crittenden, KY)",00,Total for all sectors,2007,Reference year 2007,71,548,H,3099,G,12939,G
8610000US41031,41031,"ZIP 41031 (Cynthiana, KY)",00,Total for all sectors,2007,Reference year 2007,298,4227,H,33934,H,139122,H
8610000US41033,41033,"ZIP 41033 (De Mossville, KY)",00,Total for all sectors,2007,Reference year 2007,15,40,H,185,G,1015,G
8610000US41034,41034,"ZIP 41034 (Dover, KY)",00,Total for all sectors,2007,Reference year 2007,5,a,S,15,G,113,H
8610000US41035,41035,"ZIP 41035 (Dry Ridge, KY)",00,Total for all sectors,2007,Reference year 2007,218,2819,G,13331,G,61137,G
8610000US41037,41037,"ZIP 41037 (Elizaville, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41039,41039,"ZIP 41039 (Ewing, KY)",00,Total for all sectors,2007,Reference year 2007,20,77,G,305,G,1256,G
8610000US41040,41040,"ZIP 41040 (Falmouth, KY)",00,Total for all sectors,2007,Reference year 2007,123,923,G,4139,G,17700,G
8610000US41041,41041,"ZIP 41041 (Flemingsburg, KY)",00,Total for all sectors,2007,Reference year 2007,216,2289,G,14030,G,57330,G
8610000US41042,41042,"ZIP 41042 (Florence, KY)",00,Total for all sectors,2007,Reference year 2007,1662,40544,G,333856,G,1445853,G
8610000US41043,41043,"ZIP 41043 (Foster, KY)",00,Total for all sectors,2007,Reference year 2007,22,96,H,667,H,2746,H
8610000US41044,41044,"ZIP 41044 (Germantown, KY)",00,Total for all sectors,2007,Reference year 2007,12,b,S,82,G,325,G
8610000US41045,41045,"ZIP 41045 (Ghent, KY)",00,Total for all sectors,2007,Reference year 2007,28,2391,G,44163,G,147461,G
8610000US41046,41046,"ZIP 41046 (Glencoe, KY)",00,Total for all sectors,2007,Reference year 2007,12,b,S,278,H,1461,G
8610000US41048,41048,"ZIP 41048 (Hebron, KY)",00,Total for all sectors,2007,Reference year 2007,380,15781,G,149732,G,608800,G
8610000US41049,41049,"ZIP 41049 (Hillsboro, KY)",00,Total for all sectors,2007,Reference year 2007,14,42,G,171,G,724,G
8610000US41051,41051,"ZIP 41051 (Independence, KY)",00,Total for all sectors,2007,Reference year 2007,245,3283,G,22769,G,79168,G
8610000US41052,41052,"ZIP 41052 (Jonesville, KY)",00,Total for all sectors,2007,Reference year 2007,3,26,H,56,H,236,G
8610000US41053,41053,"ZIP 41053 (Kenton, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41054,41054,"ZIP 41054 (Mason, KY)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US41055,41055,"ZIP 41055 (Mayslick, KY)",00,Total for all sectors,2007,Reference year 2007,25,90,H,323,G,1392,G
8610000US41056,41056,"ZIP 41056 (Maysville, KY)",00,Total for all sectors,2007,Reference year 2007,468,8034,G,59754,G,236702,G
8610000US41059,41059,"ZIP 41059 (Melbourne, KY)",00,Total for all sectors,2007,Reference year 2007,34,230,G,1298,H,5924,H
8610000US41061,41061,"ZIP 41061 (Milford, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41063,41063,"ZIP 41063 (Morning View, KY)",00,Total for all sectors,2007,Reference year 2007,30,89,H,503,G,2569,G
8610000US41064,41064,"ZIP 41064 (Mount Olivet, KY)",00,Total for all sectors,2007,Reference year 2007,25,152,G,625,G,2528,G
8610000US41071,41071,"ZIP 41071 (Newport, KY)",00,Total for all sectors,2007,Reference year 2007,486,7773,G,55730,H,233822,H
8610000US41072,41072,"ZIP 41072 (Newport, KY)",00,Total for all sectors,2007,Reference year 2007,6,c,D,D,D,D,D
8610000US41073,41073,"ZIP 41073 (Bellevue, KY)",00,Total for all sectors,2007,Reference year 2007,110,1483,G,8457,G,36723,G
8610000US41074,41074,"ZIP 41074 (Dayton, KY)",00,Total for all sectors,2007,Reference year 2007,65,674,G,5793,G,24008,G
8610000US41075,41075,"ZIP 41075 (Fort Thomas, KY)",00,Total for all sectors,2007,Reference year 2007,294,3624,G,26571,G,118668,G
8610000US41076,41076,"ZIP 41076 (Newport, KY)",00,Total for all sectors,2007,Reference year 2007,342,6374,G,74968,G,259274,G
8610000US41080,41080,"ZIP 41080 (Petersburg, KY)",00,Total for all sectors,2007,Reference year 2007,30,114,G,752,G,3667,G
8610000US41081,41081,"ZIP 41081 (Plummers Landing, KY)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US41083,41083,"ZIP 41083 (Sanders, KY)",00,Total for all sectors,2007,Reference year 2007,8,44,G,213,G,894,G
8610000US41085,41085,"ZIP 41085 (Silver Grove, KY)",00,Total for all sectors,2007,Reference year 2007,17,248,G,1926,G,8248,G
8610000US41086,41086,"ZIP 41086 (Sparta, KY)",00,Total for all sectors,2007,Reference year 2007,25,184,G,834,G,4479,G
8610000US41091,41091,"ZIP 41091 (Union, KY)",00,Total for all sectors,2007,Reference year 2007,212,1828,G,15813,G,68031,G
8610000US41092,41092,"ZIP 41092 (Verona, KY)",00,Total for all sectors,2007,Reference year 2007,45,262,G,1896,G,9735,G
8610000US41093,41093,"ZIP 41093 (Wallingford, KY)",00,Total for all sectors,2007,Reference year 2007,23,148,H,585,H,2789,H
8610000US41094,41094,"ZIP 41094 (Walton, KY)",00,Total for all sectors,2007,Reference year 2007,280,4573,G,47738,G,196936,G
8610000US41095,41095,"ZIP 41095 (Warsaw, KY)",00,Total for all sectors,2007,Reference year 2007,65,785,G,4607,G,19618,G
8610000US41096,41096,"ZIP 41096 (Washington, KY)",00,Total for all sectors,2007,Reference year 2007,4,c,D,D,D,D,D
8610000US41097,41097,"ZIP 41097 (Williamstown, KY)",00,Total for all sectors,2007,Reference year 2007,121,963,G,7715,G,31094,G
8610000US41098,41098,"ZIP 41098 (Worthville, KY)",00,Total for all sectors,2007,Reference year 2007,4,a,D,D,D,D,D
8610000US41099,41099,"ZIP 41099 (Newport, KY)",00,Total for all sectors,2007,Reference year 2007,8,118,G,321,G,1451,G
8610000US41101,41101,"ZIP 41101 (Ashland, KY)",00,Total for all sectors,2007,Reference year 2007,902,16675,G,134522,G,572852,G
8610000US41102,41102,"ZIP 41102 (Ashland, KY)",00,Total for all sectors,2007,Reference year 2007,360,4602,G,33351,G,142143,G
8610000US41105,41105,"ZIP 41105 (Ashland, KY)",00,Total for all sectors,2007,Reference year 2007,81,1337,G,12555,G,46814,G
