GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35
0500000US13013,13013,"Barrow County, Georgia",50599,694,24265,650,492,251,13,23,182,259,833,453,472,305,1147,725,1058,527,561,265,9065,1257,2240,595,3073,811,1183,456,2777,754,878,416,204,139,87,109,26334,470,656,372,338,305,107,136,256,234,524,325,372,170,990,515,357,230,8154,1043,2274,547,4030,862,2946,672,2848,734,1969,794,412,244,101,123
0500000US13015,13015,"Bartow County, Georgia",69782,765,33734,529,770,520,521,526,258,192,323,287,972,562,1787,901,1087,679,779,450,11841,1653,1568,790,4935,1166,2054,764,4852,1288,1396,637,520,290,71,117,36048,659,353,291,477,394,403,605,750,445,1537,690,347,250,1231,629,327,261,11699,1723,3150,948,6212,1452,2847,1119,4723,1324,1761,726,113,121,118,143
0500000US13021,13021,"Bibb County, Georgia",99061,342,44775,325,759,400,68,87,132,156,1462,775,1464,666,1193,480,1695,621,1345,579,14294,1601,2340,831,5631,1320,3256,947,6766,1321,2370,852,1327,512,673,343,54286,312,582,305,73,115,513,354,1750,639,1084,608,1394,526,1524,540,616,320,15239,1752,2790,638,8898,1506,5352,1156,8019,1440,5039,1137,1047,481,366,262
0500000US13031,13031,"Bulloch County, Georgia",41106,890,19940,723,169,197,207,289,224,250,276,212,554,526,685,480,1384,662,265,214,4959,889,1345,622,2781,820,2148,833,2400,797,1373,485,445,327,725,318,21166,549,249,255,0,218,6,12,330,350,240,200,311,366,565,403,568,336,5372,996,942,477,4740,1166,1613,636,3483,1004,1879,615,377,309,491,361
0500000US13045,13045,"Carroll County, Georgia",72598,1329,35490,1128,576,477,101,145,417,443,712,420,838,517,1446,743,1731,876,726,534,10811,1543,3033,1233,6842,1894,1519,1060,4313,1322,1367,606,439,334,619,388,37108,837,983,673,12,23,0,218,1396,589,859,522,1493,751,1022,567,297,242,12175,1411,2477,832,5140,1271,2539,744,5318,1245,2117,801,417,276,863,495
0500000US13047,13047,"Catoosa County, Georgia",46369,647,21661,688,0,218,66,105,0,218,311,237,505,315,893,580,1100,675,207,211,6789,1529,1074,555,4016,1151,1926,708,3459,1001,892,485,284,258,139,169,24708,471,0,218,70,123,13,27,476,411,373,345,596,462,939,533,0,218,8546,1354,1602,609,3848,987,2246,754,4312,1050,1096,524,341,279,250,315
0500000US13051,13051,"Chatham County, Georgia",193126,738,90874,461,682,424,434,321,218,304,1717,710,632,311,3010,1344,3245,1068,1180,556,21576,2460,6525,1361,16828,2256,6986,1498,18148,2395,6032,1109,2056,655,1605,742,102252,755,707,338,55,79,234,249,1641,805,820,432,1952,984,3135,1029,1528,655,23460,2420,6722,1759,19571,2200,8631,1313,22134,2426,8321,1283,2066,622,1275,478
0500000US13057,13057,"Cherokee County, Georgia",161757,885,76543,834,1084,649,941,780,1201,712,758,468,998,545,1000,768,997,683,965,700,15445,2838,4457,1114,15476,2265,4152,1158,20791,2729,5447,1407,1567,761,1264,606,85214,816,628,521,133,182,324,317,743,517,794,421,1775,1355,1071,681,1879,804,19769,2775,4848,1181,13516,2142,7731,1906,22331,2560,7175,1535,1599,829,898,483
0500000US13059,13059,"Clarke County, Georgia",68541,439,31700,588,1021,737,295,362,36,57,334,373,111,119,787,769,1027,664,1018,568,6061,1580,1246,692,5015,1342,2419,832,5895,1269,3460,1021,1089,427,1886,528,36841,444,0,218,102,153,278,294,755,677,201,262,791,568,344,293,1056,480,8635,1538,1471,591,4809,1041,2638,993,6520,1027,5987,1190,971,554,2283,722
0500000US13063,13063,"Clayton County, Georgia",172693,490,77340,412,2007,736,1671,934,1817,981,1336,719,1940,774,1439,652,1871,716,1035,524,27638,2668,4518,1046,11723,2127,5737,1392,10350,2199,3250,945,726,546,282,241,95353,276,2097,774,308,371,768,422,1883,814,1892,851,2355,830,2386,900,1024,492,28230,2779,5569,1210,18578,2404,9442,1886,13363,2147,6101,1296,557,285,800,481
0500000US13067,13067,"Cobb County, Georgia",498306,329,235321,494,2769,990,2763,1337,4505,1283,3947,1315,2473,943,1972,695,2324,802,3533,1040,43507,3294,9609,1433,33597,3170,13892,2330,71618,3967,29691,2641,6494,1319,2627,796,262985,300,1495,541,1103,550,3943,1499,2697,869,2205,918,2595,832,2053,788,3818,1108,47336,2639,13394,1850,42699,3945,17783,2374,76270,3716,34158,2709,7768,1427,3668,836
0500000US13073,13073,"Columbia County, Georgia",96831,1449,45863,1167,390,633,82,143,0,218,167,186,370,430,207,181,547,561,131,153,12625,2245,2965,1199,8195,2181,3973,1217,10018,1794,3540,1050,1605,809,1048,605,50968,1231,845,678,257,341,19,32,849,769,104,175,267,261,782,875,778,801,13375,1947,2865,666,6553,1446,5841,1505,10318,1883,6040,1420,996,544,1079,769
0500000US13077,13077,"Coweta County, Georgia",93478,724,44419,825,403,280,0,218,0,218,1136,871,993,846,1253,694,640,306,1012,510,13434,1912,2347,734,6879,1319,3492,854,9367,1377,2471,855,771,517,221,283,49059,542,428,310,0,218,0,218,726,465,565,366,1187,642,1043,616,1250,522,14648,1497,3564,897,7729,1508,3738,933,9519,1655,3562,876,550,335,550,390
0500000US13089,13089,"DeKalb County, Georgia",499806,391,230060,360,3971,1084,1456,670,5070,1379,1926,728,3598,996,4793,1116,4543,1158,3196,815,51715,3406,7840,1532,31252,3077,13830,1987,55940,3365,25419,2398,9020,1377,6491,1207,269746,372,4657,1141,871,442,2907,951,2917,983,2094,780,4838,1431,4384,1104,3359,970,52296,3802,11377,1607,39338,3179,20759,2393,67296,3950,39417,3235,8157,1100,5079,1038
0500000US13095,13095,"Dougherty County, Georgia",57249,471,25430,441,408,250,247,280,103,160,551,431,580,354,683,380,1507,611,200,170,7491,908,1732,577,4716,1046,2621,820,2888,730,780,307,534,327,389,365,31819,332,386,227,69,69,532,348,715,415,477,308,1213,628,655,451,396,260,9279,1344,2211,822,5456,1138,2838,845,4248,1087,2529,924,411,250,404,254
0500000US13097,13097,"Douglas County, Georgia",91716,852,42287,670,488,373,0,218,581,684,654,538,1084,608,613,401,1408,690,782,465,15060,1890,1947,715,6698,1647,3067,1089,6467,1299,2410,664,849,636,179,188,49429,514,352,293,278,271,0,218,544,339,639,458,816,586,1191,498,683,434,13864,1975,2856,924,9162,1704,4188,989,9318,1942,4424,1077,710,467,404,466
0500000US13113,13113,"Fayette County, Georgia",76341,788,35846,603,122,166,0,218,43,67,353,358,107,159,119,152,29,51,712,362,6939,1250,2628,754,4846,1187,2858,745,10225,1201,4209,973,1935,781,721,382,40495,720,387,359,0,218,505,425,238,212,91,106,150,173,517,328,124,124,8500,1201,1771,632,5207,994,2886,788,12319,1483,5686,1179,1274,489,840,447
0500000US13115,13115,"Floyd County, Georgia",63782,1070,29945,883,422,320,0,218,1163,515,956,531,526,291,1242,477,1329,588,216,191,9614,1358,1752,595,4011,941,1971,609,3990,818,1247,503,923,467,583,275,33837,701,537,343,212,245,173,182,479,303,1278,622,1084,417,967,384,361,300,10239,1430,2804,839,4266,1012,2754,800,4790,818,3045,830,641,448,207,197
0500000US13117,13117,"Forsyth County, Georgia",142799,807,69092,441,1292,707,0,218,1147,1032,640,379,984,597,663,363,1084,659,462,201,10971,1622,2832,693,8396,1248,4784,1176,23319,2007,10506,1286,1081,411,931,411,73707,678,966,469,0,218,463,354,1143,487,627,526,879,402,511,352,995,411,12720,1597,4013,889,10509,1336,4979,878,25039,1669,9388,1236,585,311,890,403
0500000US13121,13121,"Fulton County, Georgia",687737,327,325283,329,2422,821,1354,1213,2508,1130,2510,1029,4397,1582,5241,1468,5012,1215,4579,1491,59208,4653,11147,2144,39276,4111,14729,2594,98585,4634,50900,3536,16704,2176,6711,1412,362454,268,2444,753,969,711,1350,673,2973,1151,2648,977,5190,1539,6185,1584,4961,1392,66669,5026,12619,2090,53001,4855,23850,3543,108917,4993,52829,3678,11244,1986,6605,1358
0500000US13127,13127,"Glynn County, Georgia",58184,1104,26082,709,244,208,324,414,335,413,1384,864,486,374,1255,734,627,445,334,320,7038,1135,2482,877,2999,807,1525,652,4387,949,1785,676,546,379,331,262,32102,766,297,310,237,283,0,218,574,527,989,741,479,438,810,500,394,357,8138,1345,2941,854,5277,1304,2955,1006,6376,1223,1943,566,549,381,143,142
0500000US13135,13135,"Gwinnett County, Georgia",575081,299,274544,339,5812,1547,3176,1431,6841,1912,4560,1638,3681,1133,3277,1606,4418,1441,6051,1655,66177,4642,12740,1891,44250,3245,23311,3692,59575,3408,20605,2109,5633,1570,4437,1244,300537,323,5303,1084,2059,1017,6110,1503,3920,1059,2527,975,2966,1147,3881,1109,6003,1364,66373,3679,16990,2262,45504,3848,29688,3485,71169,4393,27501,2828,6362,1819,4181,1512
0500000US13139,13139,"Hall County, Georgia",127397,851,62084,552,2701,802,1320,782,2296,1008,1170,664,1868,890,2496,857,1556,647,1673,585,18710,1923,4514,1071,7529,1327,4225,956,7077,1226,3062,856,1472,578,415,250,65313,664,1610,653,1039,560,2613,1022,1059,565,1929,728,1832,610,2333,807,1629,620,18871,2222,3984,832,7134,1126,5902,1261,9762,1502,4085,793,976,499,555,297
0500000US13151,13151,"Henry County, Georgia",143597,770,66054,651,807,569,0,218,218,220,1135,776,1440,1004,957,709,2068,955,1499,862,21993,2473,3641,1068,11283,2059,4906,1272,10306,1844,4017,1590,832,495,952,632,77543,881,888,853,0,218,530,633,439,480,1018,577,2207,1318,1739,912,890,671,17683,2239,6682,1408,11531,1880,8428,2253,13961,2509,8035,1592,2482,863,1030,778
0500000US13153,13153,"Houston County, Georgia",100776,1534,47371,1500,799,620,0,218,376,463,190,215,355,341,1317,744,594,560,1207,865,10330,1675,2710,981,10449,2243,3660,1235,9172,1760,5093,1197,746,479,373,301,53405,1433,555,557,230,220,218,225,683,642,1088,687,789,468,831,466,969,628,12317,1812,3210,1121,11884,2056,5900,1596,7836,1845,5939,1430,956,809,0,218
0500000US13179,13179,"Liberty County, Georgia",35357,698,17381,475,28,49,134,211,165,175,316,258,165,133,316,233,428,318,293,221,5755,1047,1183,501,4023,852,1887,663,1874,577,375,213,126,145,313,365,17976,504,99,120,45,75,235,227,79,87,207,192,354,258,348,280,215,183,5103,943,1064,546,4323,798,2283,682,2551,793,802,362,246,169,22,27
0500000US13185,13185,"Lowndes County, Georgia",67466,473,32067,488,455,281,0,218,244,207,451,325,531,418,628,347,1339,705,587,552,10567,1504,1743,542,5948,1252,1677,513,4907,979,1677,740,772,438,541,386,35399,299,494,396,87,161,70,123,413,282,825,434,1062,574,1063,499,343,286,13229,1683,1358,550,5065,946,2951,829,4460,1070,3115,884,503,331,361,255
0500000US13215,13215,"Muscogee County, Georgia",127871,554,60805,713,641,409,211,184,276,315,1006,594,1431,547,1643,760,1374,605,836,379,17511,2154,3206,1021,11818,1892,4429,975,9647,1574,3809,982,1873,662,1094,639,67066,565,944,477,94,113,522,386,739,411,1040,511,1149,451,1954,783,1598,657,16452,1890,4536,875,11628,1349,7754,1216,11034,1856,5279,1098,1124,582,1219,595
0500000US13217,13217,"Newton County, Georgia",67161,956,30794,862,781,551,86,149,381,418,545,389,910,597,1318,846,1428,810,529,334,9899,1531,2269,747,6253,1573,1985,975,2628,963,1279,745,221,223,282,190,36367,747,877,538,0,218,372,375,1110,639,1090,493,867,520,1558,788,703,504,10971,1686,1987,706,6686,1617,3091,920,4622,1234,1650,628,587,460,196,170
0500000US13223,13223,"Paulding County, Georgia",98550,816,46411,727,779,446,0,218,607,452,150,169,858,582,866,521,854,746,1278,852,17658,2128,4055,1140,7774,1949,2447,848,6369,1458,1821,643,498,415,397,333,52139,492,346,300,341,433,275,301,638,693,323,319,1374,808,240,211,429,341,15363,2205,2478,943,10199,1782,5859,1625,9851,1633,3108,1067,608,472,707,573
0500000US13245,13245,"Richmond County, Georgia",131589,721,61021,598,718,358,806,516,755,508,1684,863,1416,612,3205,1144,1291,573,1413,630,20058,2236,2981,863,10807,1807,4500,1249,6802,1350,1886,757,1849,591,850,404,70568,588,469,375,136,164,427,301,1213,717,837,538,2540,1085,1974,801,2045,706,20852,2344,3849,1081,11868,1663,6676,1483,11038,1633,4159,1103,1376,482,1109,677
0500000US13247,13247,"Rockdale County, Georgia",58783,880,26483,732,609,606,0,218,306,282,286,308,599,432,549,427,259,380,389,370,10814,1484,968,478,3700,916,2606,812,4503,982,295,273,372,318,228,203,32300,533,650,567,41,84,199,249,825,416,156,192,781,581,1081,769,88,109,10404,1910,1198,558,3941,1173,3953,1198,5883,1352,2189,806,184,183,727,466
0500000US13285,13285,"Troup County, Georgia",45415,765,20743,563,701,462,174,224,94,148,635,402,247,209,1371,654,576,357,707,547,7161,989,1195,475,2773,966,758,351,2615,688,1241,431,252,186,243,223,24672,691,358,271,55,107,532,403,229,214,460,401,1376,584,816,359,1455,883,7106,1183,1455,561,3249,835,2414,697,3534,888,1042,484,484,359,107,139
0500000US13295,13295,"Walker County, Georgia",47666,471,23278,533,354,284,0,218,617,491,478,307,805,500,960,567,1161,650,605,457,7717,1214,1701,694,3731,1205,1178,721,2465,879,1333,614,146,179,27,44,24388,525,541,444,0,218,50,84,226,235,999,791,980,687,1985,829,484,288,8006,1089,1133,456,3504,960,2519,910,2958,782,335,173,399,316,269,229
0500000US13297,13297,"Walton County, Georgia",58004,1299,26969,1055,393,306,36,81,0,218,324,267,669,409,1185,652,922,695,533,298,9614,1593,1734,655,3148,878,2236,752,4850,926,969,434,241,232,115,183,31035,425,546,389,0,218,218,326,620,408,580,331,610,404,749,482,666,391,10296,1384,2544,745,4716,1075,2385,752,4125,1062,2158,866,729,424,93,97
0500000US13313,13313,"Whitfield County, Georgia",65693,846,32403,458,779,430,1011,835,1566,725,1858,797,2086,708,1960,784,944,523,1405,736,8542,1503,1632,511,5241,1118,1920,809,2290,675,590,349,375,315,204,237,33290,767,1235,518,450,321,1952,662,711,495,1110,636,971,481,1630,803,1065,562,9572,1505,1954,595,5820,1056,2046,778,3253,1000,1161,526,298,259,62,79
0500000US15001,15001,"Hawaii County, Hawaii",139834,707,69319,567,335,305,81,88,749,629,669,378,492,387,1092,709,2195,704,388,249,23126,2397,3399,907,12782,1725,6855,1373,11444,1676,3039,911,1529,634,1144,461,70515,538,421,351,367,275,561,375,693,511,746,562,394,365,891,534,97,152,22879,2416,3876,1249,9969,1583,8203,1584,15351,1979,3993,966,1122,575,952,543
0500000US15003,15003,"Honolulu County, Hawaii",684066,187,337311,504,4195,1355,1831,863,2521,744,1539,499,3704,952,3605,1078,4099,951,4760,1431,92172,4005,19714,1890,55992,3379,33699,2424,71573,3959,22990,2095,9477,1251,5440,925,346755,540,5045,904,2411,844,5348,1105,3518,1020,3460,906,3872,1111,3810,940,4023,934,84685,4196,17285,1919,50248,3138,37418,3130,83083,3547,29780,2319,7160,1058,5609,1142
0500000US15007,15007,"Kauai County, Hawaii",50428,818,25233,477,140,162,220,226,80,100,217,137,287,200,13,24,201,145,207,151,9297,1066,1083,512,3944,878,1722,427,5888,970,1012,425,485,318,437,375,25195,611,33,39,84,120,666,426,365,337,137,176,694,602,96,128,30,58,7493,1400,1308,621,3900,860,4125,1248,4704,837,1158,384,162,154,240,221
0500000US15009,15009,"Maui County, Hawaii",116520,700,56817,685,420,280,233,328,278,231,867,566,84,77,740,554,480,326,861,524,20934,1594,3138,790,9783,1370,4969,1041,9327,1329,2470,633,1344,537,889,479,59703,485,397,272,529,395,264,183,986,654,84,97,432,322,431,348,1170,669,17138,1759,4067,986,12182,1641,7254,1194,10465,1246,3361,777,710,348,233,177
0500000US16001,16001,"Ada County, Idaho",297773,1189,147266,974,762,410,270,231,498,350,470,378,778,514,1080,590,1321,650,1897,773,33312,3318,11711,2144,21159,2261,16527,2467,37608,2998,12358,1701,4969,1403,2546,637,150507,1057,536,393,337,433,508,428,531,397,206,184,1233,548,1786,1062,2191,833,33686,2942,14024,2517,23076,2478,16432,2272,39676,3404,12199,1821,2084,642,2002,729
0500000US16005,16005,"Bannock County, Idaho",53292,868,26012,712,415,376,362,403,129,154,761,450,40,67,216,188,323,304,700,445,7348,1153,1983,621,4272,876,2120,640,4882,990,1237,536,682,382,542,391,27280,805,202,206,0,198,188,192,164,157,772,601,333,360,421,317,293,202,7683,1071,2622,678,5131,968,2101,553,5637,1062,1307,436,285,197,141,135
0500000US16019,16019,"Bonneville County, Idaho",68163,620,33641,532,132,216,0,198,201,244,266,397,650,607,536,404,325,229,513,307,8069,1021,2065,618,6356,1253,2343,681,6866,1081,3183,720,1029,548,1107,411,34522,507,142,159,0,198,101,150,66,100,442,419,702,507,562,415,337,262,8114,1261,2680,610,7452,1138,4111,742,7359,1127,1817,521,253,253,384,240
0500000US16027,16027,"Canyon County, Idaho",129307,404,62886,722,962,485,595,370,1030,567,1779,891,715,489,1177,699,3462,1260,1546,558,20560,2169,5652,1187,10172,1331,3633,1068,7944,1546,2563,812,461,415,635,382,66421,516,567,410,629,443,1735,886,959,518,1452,649,1151,655,2156,918,1072,565,21225,2396,5923,1142,11242,1756,5156,1250,10298,1747,2564,786,32,55,260,247
0500000US16055,16055,"Kootenai County, Idaho",105789,870,50909,660,198,323,0,198,0,198,306,242,76,100,1605,1072,1735,963,309,248,14094,1844,4278,1203,10719,1766,4505,1157,8762,1616,2618,1095,1041,511,663,422,54880,707,364,450,118,180,5,10,255,276,549,603,469,358,1482,657,277,224,14814,2072,5509,1390,11157,1607,5551,1293,8758,1412,4850,1584,722,344,0,198
0500000US16083,16083,"Twin Falls County, Idaho",52959,798,25565,616,269,225,150,256,108,132,198,219,472,405,516,404,334,228,925,677,7369,1160,1839,591,3958,1051,3616,867,3319,1031,1554,733,782,358,156,179,27394,667,651,404,11,23,218,235,264,273,361,345,49,63,566,391,434,304,6869,1214,2061,674,6008,1286,4084,972,4380,911,768,376,482,411,188,219
0500000US17001,17001,"Adams County, Illinois",46467,254,22300,305,234,209,34,53,0,185,356,251,169,145,235,242,914,479,61,83,7988,974,1622,510,3213,715,1682,469,4277,783,701,332,585,341,229,190,24167,324,45,75,79,139,0,185,61,59,357,273,304,231,777,578,231,190,8129,985,2632,651,3838,740,1719,419,3316,831,2256,641,164,159,259,245
0500000US17019,17019,"Champaign County, Illinois",120365,712,58298,725,283,256,0,185,58,95,418,325,295,242,503,402,523,365,699,315,12694,1636,3641,842,8404,1192,4265,913,13259,1428,6758,1102,2106,826,4392,913,62067,396,321,284,7,12,43,72,240,223,326,212,1018,555,563,361,137,133,12324,1309,4168,1133,9383,1472,4865,1036,14742,1719,9864,1385,1970,755,2096,572
0500000US17031,17031,"Cook County, Illinois",3564871,658,1698313,429,29392,2497,12926,1738,43735,3981,33283,3408,22477,2839,28552,3155,30979,3109,38788,3372,414061,9448,75766,4227,243178,7845,98600,4895,384662,8017,159977,5982,56465,4050,25472,2251,1866558,496,28311,2431,17158,2117,41738,3224,37526,3845,18452,2251,26280,2582,34668,3091,33903,2801,418425,7160,91997,4055,269777,8424,130141,5526,429995,7382,219855,6456,43716,2363,24616,2657
0500000US17037,17037,"DeKalb County, Illinois",60799,1012,30280,806,141,150,0,185,151,227,388,310,441,366,94,95,1334,725,467,239,8528,1368,2140,587,4795,1017,2983,810,5584,1062,2231,774,177,169,826,428,30519,750,85,117,45,79,364,315,242,192,379,313,221,153,347,338,457,247,7024,1180,2683,752,4741,985,3408,887,6508,1028,3186,724,360,271,469,319
0500000US17043,17043,"DuPage County, Illinois",632930,157,304914,173,4603,1214,749,454,2711,1010,3925,1244,1351,456,3779,1174,2753,817,5059,1082,51996,2882,16496,2106,40402,2949,18250,1996,94375,3533,40899,2946,11428,1404,6138,1015,328016,194,4151,935,1250,484,2827,957,2782,803,928,432,3010,853,3443,961,3672,793,65203,2764,18521,1631,42341,2966,25100,2190,96864,3490,46040,2628,7560,1134,4324,712
0500000US17089,17089,"Kane County, Illinois",344178,1125,168756,690,2783,922,2715,742,6899,1641,3327,951,3398,1005,2354,950,1860,801,3724,941,38827,3272,11642,2355,22860,2640,12140,1897,36244,2960,14420,1823,3592,1424,1971,575,175422,1035,3723,885,2754,952,4697,1342,2801,952,2914,1022,1931,850,2858,1028,3433,1063,37006,2888,12414,2139,25162,2706,16103,2047,36777,2831,18988,2079,2239,807,1622,695
0500000US17091,17091,"Kankakee County, Illinois",72379,818,34769,565,674,376,396,329,333,242,763,532,422,315,848,347,1174,407,832,316,12631,1428,3084,771,5294,1200,2735,648,3217,630,1525,486,740,366,101,101,37610,553,237,177,323,290,67,85,724,403,314,226,629,363,1178,491,699,366,12254,1319,2436,698,7061,1365,3429,755,5063,925,2730,569,286,187,180,161
0500000US17093,17093,"Kendall County, Illinois",78552,1456,36841,1239,100,122,215,228,739,455,912,800,643,632,479,374,151,127,949,717,9135,2074,1834,933,6797,1567,3718,1227,7368,1852,3349,1391,359,346,93,152,41711,1363,576,398,203,233,502,454,417,351,464,477,661,602,400,419,546,580,7863,1811,3356,1100,5444,1703,4977,1857,10240,2201,5549,1986,300,329,213,296
0500000US17097,17097,"Lake County, Illinois",455465,326,221987,378,2427,766,1447,596,3992,1113,3093,787,2199,1031,2165,605,2896,970,3792,881,45599,3145,13278,1507,28437,2164,14335,1778,56914,2681,27393,2331,9065,1111,4955,897,233478,217,2256,810,1430,659,4523,1126,3358,985,2086,767,2669,812,2289,712,3058,737,47590,3085,13308,1546,30671,2600,15934,1836,61558,3000,34297,2206,5219,901,3232,744
0500000US17099,17099,"LaSalle County, Illinois",77423,473,38358,479,161,163,294,267,138,140,810,532,427,292,842,409,925,421,628,267,14754,1521,3395,786,5833,951,3941,878,4124,848,1520,494,385,294,181,152,39065,460,135,121,0,185,430,306,583,324,458,316,540,417,1666,658,833,336,12456,1453,3969,818,5186,915,4275,895,5359,981,2425,707,399,338,351,222
0500000US17111,17111,"McHenry County, Illinois",206054,716,100648,568,446,314,156,216,1236,635,1454,569,440,323,1620,749,1563,900,1545,458,27273,2291,7944,1488,14322,1823,9328,1593,23632,2069,7327,1263,1481,551,881,314,105406,444,500,320,236,287,1467,721,1052,601,754,417,492,225,940,433,1423,696,27368,2253,9325,1407,17446,1987,8211,1130,24560,1945,9937,1377,1347,667,348,274
0500000US17113,17113,"McLean County, Illinois",105815,967,51126,841,250,234,267,410,29,49,64,77,121,125,383,242,262,181,145,125,12615,1521,4424,1021,6930,1171,3675,946,13497,1334,5141,1043,1902,564,1421,480,54689,639,134,146,0,185,211,212,163,168,130,122,304,243,514,475,252,175,13996,1335,4293,926,5016,977,5160,984,15526,1655,6718,991,1137,480,1135,373
0500000US17115,17115,"Macon County, Illinois",72841,409,33848,393,358,245,40,54,44,76,805,601,570,326,628,412,750,287,546,294,11922,1198,2661,696,5392,965,3332,862,3981,732,1884,648,333,198,602,337,38993,479,574,338,84,92,102,111,450,274,433,211,506,341,1008,470,751,395,12871,1242,3981,725,5748,1004,3535,1002,5494,1014,2374,629,786,464,296,234
0500000US17119,17119,"Madison County, Illinois",185936,566,88057,685,75,76,93,131,346,250,633,322,973,439,2145,807,2007,905,1203,477,25673,2126,7621,996,15383,2111,9718,1281,13754,1981,5630,1225,1272,542,1531,658,97879,461,420,284,0,185,52,72,1142,576,416,279,1450,631,2053,854,976,543,27812,2124,9720,1611,17087,1785,9906,1504,16914,1923,7805,1375,1050,404,1076,445
0500000US17143,17143,"Peoria County, Illinois",123600,829,59148,878,441,363,196,206,191,191,817,359,935,551,1102,521,1853,735,859,393,15149,1636,4280,787,10714,1653,3252,841,11340,1427,5530,1029,1576,633,913,399,64452,286,571,298,75,121,169,160,216,154,280,180,1225,560,1586,657,1275,494,17593,1490,5212,972,9541,1438,8127,1308,12378,1306,4509,851,782,366,913,477
0500000US17161,17161,"Rock Island County, Illinois",100024,1021,48583,622,332,223,297,262,503,348,433,341,625,373,1068,553,1625,603,620,261,14362,1661,5479,1048,8183,1452,4440,957,7368,1145,2491,691,265,206,492,291,51441,804,546,328,380,323,259,182,308,200,793,365,1059,438,1450,693,482,235,14023,1409,4588,844,9057,1563,6151,1124,8647,1170,3094,673,406,296,198,192
0500000US17163,17163,"St. Clair County, Illinois",177988,694,83511,585,810,379,195,172,173,129,933,356,886,574,1401,599,1716,800,715,372,26623,2367,5531,935,12284,1636,9519,1276,13495,1719,6998,1191,1563,649,669,368,94477,571,589,337,207,176,133,136,1504,636,1267,650,1154,499,1687,676,1135,542,26084,2461,7887,1469,15730,2433,9955,1550,15626,1746,9469,1545,1511,586,539,303
0500000US17167,17167,"Sangamon County, Illinois",135861,816,63628,481,601,312,111,143,105,119,957,457,667,364,931,430,1502,683,535,286,16202,1495,4550,870,9310,1071,4999,905,14413,1387,5136,920,2652,773,957,386,72233,718,323,215,63,81,0,185,1040,554,731,444,863,444,1130,587,950,470,19659,1453,5240,956,10732,1553,6193,1099,15444,1718,7996,1368,1112,449,757,388
0500000US17179,17179,"Tazewell County, Illinois",94554,505,45900,552,346,254,59,98,88,131,723,366,375,324,802,536,604,410,908,457,14640,1735,4286,934,7090,1184,4167,899,8365,1323,2752,726,394,212,301,230,48654,426,429,282,126,148,235,203,874,450,410,316,1148,520,297,205,613,333,14818,1437,4763,895,7381,1304,6894,1203,7685,1002,2375,634,402,294,204,170
0500000US17183,17183,"Vermilion County, Illinois",52831,714,26005,533,361,208,180,176,183,174,471,258,378,244,843,427,818,388,207,159,10938,1055,1854,474,4096,744,2614,581,2134,538,602,229,219,190,107,110,26826,436,265,209,71,112,63,77,489,245,176,169,987,425,463,317,296,222,9762,1014,2128,503,4509,847,3271,695,3018,543,1070,361,227,170,31,30
0500000US17197,17197,"Will County, Illinois",447552,622,218209,374,2172,610,1344,673,3023,929,3016,1053,1596,715,2595,800,3328,770,4451,844,57889,2898,14737,1639,32945,2576,16859,1873,49444,3185,18504,1693,3168,820,3138,785,229343,376,1791,557,1697,659,2067,777,2445,671,1271,819,2761,819,2114,744,3689,988,60942,3035,18788,1846,30492,2910,20212,1976,49903,3306,26620,2656,2852,725,1699,556
0500000US17199,17199,"Williamson County, Illinois",47515,853,23931,846,103,136,11,19,59,44,336,173,62,104,490,343,890,453,392,235,7058,1199,1600,547,5613,1296,2500,665,3073,745,1222,403,494,381,28,47,23584,507,26,38,0,185,0,185,426,364,178,148,477,283,339,242,193,150,6025,830,2085,596,4623,945,2359,685,4069,914,2261,786,357,401,166,187
0500000US17201,17201,"Winnebago County, Illinois",194735,284,92866,238,752,339,777,417,1018,530,1139,579,2273,624,2898,910,2729,723,2423,857,29675,2090,8505,1365,13643,1626,6586,999,13204,1648,4835,855,1876,579,533,283,101869,292,935,484,572,406,523,372,964,455,1606,578,2835,684,3528,993,1415,495,30872,2216,10518,1271,16272,1629,8690,1290,14485,1577,7069,1136,1100,496,485,277
